,X2015.M11,X2015.M11r1,X2015.M11r10,X2015.M11r2,X2015.M11r3,X2015.M11r4,X2015.M11r5,X2015.M11r6,X2015.M11r7,X2015.M11r8,X2015.M11r9,X2015.M24,X2015.M24r1,X2015.M24r10,X2015.M24r11,X2015.M24r12,X2015.M24r2,X2015.M24r4,X2015.M24r5,X2015.M24r6,X2015.M24r7,X2015.M24r8,X2015.M24r9,X2015.M7,X2015.M7r1,X2015.M7r10,X2015.M7r11,X2015.M7r2,X2015.M7r3,X2015.M7r4,X2015.M7r5,X2015.M7r6,X2015.M7r7,X2015.M7r8,X2015.M7r9,X2015.M9,X2015.M9r1,X2015.M9r10,X2015.M9r11,X2015.M9r12,X2015.M9r2,X2015.M9r4,X2015.M9r5,X2015.M9r6,X2015.M9r7,X2015.M9r8,X2015.M9r9,X2016.11C,X2016.11L,X2016.11R,X2016.11r1,X2016.11r10,X2016.11r11,X2016.11r12,X2016.11r2,X2016.11r3,X2016.11r4,X2016.11r5,X2016.11r6,X2016.11r7,X2016.11r8,X2016.11r9,X2016.24C,X2016.24L,X2016.24R,X2016.24r1,X2016.24r10,X2016.24r11,X2016.24r12,X2016.24r2,X2016.24r3,X2016.24r4,X2016.24r5,X2016.24r6,X2016.24r7,X2016.24r8,X2016.24r9,X2016.7C,X2016.7L,X2016.7R,X2016.7r1,X2016.7r10,X2016.7r11,X2016.7r12,X2016.7r2,X2016.7r3,X2016.7r4,X2016.7r5,X2016.7r6,X2016.7r7,X2016.7r8,X2016.7r9,X2016.9C,X2016.9L,X2016.9R,X2016.9r1,X2016.9r10,X2016.9r11,X2016.9r12,X2016.9r2,X2016.9r3,X2016.9r4,X2016.9r5,X2016.9r6,X2016.9r7,X2016.9r8,X2016.9r9,adjp.t,adjp.y,adjp.i,pval.t,pval.y,pval.i
sq1,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,13.0989445057645,NA,NA,NA,NA,NA,NA
sq2,12.1410134978643,9.57519752483061,12.2628969533959,12.3381776474607,12.3866432031009,12.3396647987496,12.1272575052534,12.3577672293268,12.3544746298472,12.2846967831446,12.2325962922837,9.57519752483061,11.445039968447,11.5593131054836,11.4562195572594,11.47374636194,11.4534940160164,11.3978659091586,11.4316907505543,11.4781205428776,11.544873264316,11.4965894363716,11.5714190744163,9.57519752483061,11.524543827928,11.6010292642159,11.7735496254028,11.56913015792,11.5018126568804,11.7180619090094,11.6641177964092,11.5266083521402,11.4633926093597,9.57519752483061,11.4029156914602,11.4853832532009,11.3961576197484,9.57519752483061,9.57519752483061,11.5256669271103,11.5701570988148,11.5556740124757,11.5383395678698,11.4739443786537,11.5656386791785,11.5492778416007,11.616056223385,12.2224996026192,12.237445436207,12.2245575629803,12.1922735303146,12.1855676496645,12.2307604462836,12.0510066024932,12.2746399800166,12.2519456655888,12.4345952455018,11.9377012424854,12.2751042417895,12.1644898219016,12.2257370620278,11.5758231586523,11.3870396427971,11.3824952336003,11.3448631615845,11.2672101645948,9.57519752483061,11.7744037587035,11.4666610437795,11.3759004808638,11.4134486882916,11.8256418115287,11.3836097796538,11.6391729547911,11.3490421228347,11.8203803800018,11.5220697572004,11.4385645877855,9.57519752483061,9.57519752483061,11.3016956752887,11.4273449598981,11.6129265763278,11.5168858839649,11.4016662099675,11.4699237292933,11.3561766849421,11.3270746555565,11.6074832866123,11.5739941556995,11.3009674367831,11.579110387829,11.4800856722206,11.4159927493825,11.4385855953661,11.4236467641243,11.3539381660159,11.6621974828525,11.6423401709535,11.3244570939297,11.4952326944518,11.4568783135656,11.5333173748848,12.2265906087,11.4783674675842,11.4710680954895,11.4674681078363,0.000794651808829353,0.810158865800126,0.133258575903512,0.000164410719068142,0.607619149350095,0.0229756165350883
sq3,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,11.1588953752513,11.0606717664039,11.1422512357419,9.57519752483061,9.57519752483061,11.1488838292022,9.57519752483061,11.1592044674234,9.57519752483061,11.1815753592269,9.57519752483061,9.57519752483061,11.1176241640133,11.2426064329915,11.1230521924588,11.1441182177765,9.57519752483061,11.1567499508555,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,11.238519420719,11.1309829258105,9.57519752483061,9.57519752483061,9.57519752483061,11.0526513452093,9.57519752483061,9.57519752483061,11.1114553039914,11.1561761631151,11.1823643993324,11.1241520199529,11.0101027946755,11.0024698031892,10.9983596308192,10.8246249416454,10.4426269120575,9.57519752483061,11.6377692555121,10.919294118985,10.9828897683183,10.8442403558946,10.9909423783668,10.5067331905218,10.9311745916952,10.9443417025301,10.2731020815051,11.1485808514468,11.1321648160654,11.1912092227267,10.8277847908126,9.57519752483061,10.7451648146438,10.9377822646308,10.9789958532185,10.8837019946395,11.1288403494949,10.9091484982775,10.7067702013064,10.9317848798824,10.7806471212433,10.8927865250039,11.1474261824569,9.57519752483061,9.57519752483061,10.7645862443291,10.9416122803473,11.2737763793828,11.1065708439266,9.57519752483061,11.0042801134706,10.9521762217473,10.8723037807046,11.0615226800563,10.861380128101,10.7241557408076,11.0563346108112,11.1156840881114,11.1290855014565,11.1295934807324,11.055311098388,10.9349578489757,10.9835604881601,10.9937086060087,11.1265684428242,11.0106375661052,10.9023210199859,10.8741963841434,10.9492216492596,11.0226523916458,10.9698774881069,11.4784222395187,0.602899662380408,1.88225913488028e-09,0.445402197575511,0.311844652955384,7.64667773545114e-10,0.153586964681211
sq4,11.0547852301166,9.57519752483061,11.0138403016134,11.0758402269476,11.2108826461726,11.021867945137,11.352165169318,11.1148047046972,11.0902924560203,11.0696300245891,11.1477392542566,9.57519752483061,9.57519752483061,10.6817971404804,10.5183889381115,10.5764921919237,9.57519752483061,9.57519752483061,10.6577888863675,10.6525896857931,10.6907422522877,10.671837325428,10.7012355594636,9.57519752483061,10.6505992233111,10.7016170086911,10.6585404441958,10.6555337691463,10.7291124341987,10.8072060447697,10.7152138187874,10.6215933628791,9.57519752483061,9.57519752483061,9.57519752483061,10.7025811128033,10.6720009074685,9.57519752483061,9.57519752483061,10.7279945156204,10.5894881433158,10.7137564571224,10.6698225588016,10.6926427853371,10.6357898349665,10.6820551097383,10.6887373670653,11.0775690506383,11.0579821591686,11.1201294868529,11.0539396279119,11.2771440432245,10.6135337760641,11.642177553847,11.1745295417289,11.14117050289,11.3361518053906,11.155001019084,11.4139245096325,11.1215017458948,11.1117721522118,11.3145818248304,10.6539222569839,10.6057385996785,10.5955748269739,9.57519752483061,9.57519752483061,11.0360963981005,10.6697263199304,10.6829927919518,10.7345697369146,10.8032777168297,10.6724072104224,11.0126198560553,10.7142018380355,10.9768047039631,10.6656930191101,10.6528730605005,9.57519752483061,9.57519752483061,10.56231493728,10.714894923618,10.8177076023772,10.7341156417154,10.9116690484703,10.6233634662387,10.8690542348218,10.7045402020887,10.8064243839442,10.7510272126871,10.582026903299,10.8201277275782,10.689584774058,10.6655058225568,10.6692677542976,10.6109972980421,10.6360891243675,10.7236507443639,10.1002537398077,11.0560663112899,10.6219953075435,10.2950277654827,10.6210818855366,11.1038349431103,10.6678180446342,10.7056547942971,10.9631480589135,0.0427421748226214,0.000661904991507481,0.902600463741446,0.0117909447786542,0.00035163702673835,0.52911061667602
sq5,9.57519752483061,9.57519752483061,10.3571856490428,10.3130293596944,10.3706928892236,10.2969048249331,10.2951806509276,10.3583686401586,10.3364134708216,10.2763948170479,10.2730630510814,9.57519752483061,9.57519752483061,10.2443653996813,10.3283099832749,10.3843792829755,10.315132427923,9.57519752483061,10.2354607327756,10.179235705411,10.2362818710835,10.3153740099128,10.3473243037787,9.57519752483061,10.1686442448068,10.1864331692022,10.2893824685033,10.1899635603881,10.312942182507,10.352964859743,10.2518302944629,10.2446512998609,10.1660669540038,9.57519752483061,10.3745486774888,10.2126508401844,10.2700927642436,10.3557915953503,9.57519752483061,10.131671953458,10.2924248061916,10.3668816280091,10.2159465472006,10.2756867918877,10.2488377300608,10.3382904690686,10.2900275386639,10.275557947789,10.2629467153228,10.2564015137536,10.2969427241718,10.2869278198598,10.3793976694927,10.6150546267005,10.2919373312519,10.3395090645255,9.57519752483061,9.86304688611553,10.1440589276241,10.24931732466,10.3422236911486,9.57519752483061,10.2220725267868,10.1902207318473,10.1978642934681,9.57519752483061,9.57519752483061,10.2863498351119,10.2485655330356,9.89764626549814,10.139783317265,10.713687065132,10.1967939430819,9.57519752483061,10.1994926346069,9.57519752483061,10.2912104657408,10.2194678751315,9.57519752483061,9.57519752483061,10.0095854942499,9.57519752483061,10.5512312690684,9.57519752483061,10.3589266062269,10.1981380621329,10.4086249462461,10.2064935689091,10.2154078945013,10.2618622964411,10.2380501603673,10.2143344300991,10.2106981002415,10.2293467337175,10.2427780699739,10.4216467393702,10.2000670429197,10.409322983721,9.57519752483061,10.2952274204806,10.1668197964495,9.99224142932958,10.3203922777952,10.2218145452589,10.2506552133924,10.2837748686186,9.57519752483061,0.108704054440332,0.67956012262627,0.0187820259040137,0.0337357410332065,0.488433838137631,0.00194296819696693
sq6,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.2738627323792,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.1144564579699,10.0557566453766,10.1051309191095,10.0666953538452,10.1561006093325,9.57519752483061,10.3947383446819,10.085234732908,10.1240715455214,10.1315873807826,10.1345395243998,9.96291383728555,10.0890323201901,10.0925747088971,9.57519752483061,10.2128343794167,10.1825327580041,10.2376757858626,9.57519752483061,9.57519752483061,10.3645293271763,10.0402942297078,10.0235816657175,10.2707498266452,9.57519752483061,10.2086303904993,9.57519752483061,10.3182070511939,10.108370253626,10.2339310950645,10.2384507563757,9.57519752483061,9.57519752483061,10.3004874851768,9.57519752483061,10.4121263538663,10.2729032801718,9.57519752483061,10.2343725474946,10.1314042672956,10.2360397229303,10.3193434274182,10.2921229755988,10.1731668433197,10.186609130169,10.1960583733172,10.2433920462229,10.2569243543204,10.23471490568,10.1317350673444,10.5367104463737,10.8582444509103,10.0907328042111,9.57519752483061,10.1555240871876,10.2202312754461,10.082051811983,10.205302445981,10.1792342973782,10.1077988413416,0.674790857663457,NA,NA,0.418835704756629,NA,NA
sq7,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,11.5551218354704,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,11.7479885143552,11.6407433658038,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,NA,NA,NA,NA,NA,NA
sq8,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.1236651921912,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.1838048746618,9.57519752483061,9.57519752483061,9.57519752483061,10.1750751654885,9.57519752483061,9.57519752483061,10.1795225304883,9.57519752483061,9.57519752483061,10.2541712334334,10.0019334719719,10.0070902853094,9.94975681018234,10.0340183775272,9.57519752483061,9.57519752483061,9.57519752483061,9.99553279163826,9.99834172146723,9.57519752483061,9.94938239201686,9.98094623111817,10.0061163771692,9.57519752483061,9.57519752483061,10.1653443955672,10.1442848202555,10.1735268772442,9.57519752483061,9.57519752483061,9.91306966558307,10.1551758541968,10.1508022843122,10.1493762594225,9.57519752483061,9.99537976194764,9.57519752483061,10.1009722313992,10.0490621830625,10.1662916571319,10.1318543407745,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.93209878381473,10.2244011116751,10.1276172892578,10.2065970427427,10.1333984011855,10.0927501511342,10.1528914279285,10.1269050155147,10.0388833734797,9.98739387690007,10.0811253895887,10.1402703345105,10.1361807498548,10.1609395044342,10.0338472127806,9.57519752483061,9.57519752483061,10.2165428446753,10.1009820501944,10.0631448338337,10.0951215115753,10.0160413703917,10.0838826231489,10.1293211730603,10.151862943568,0.10946408126357,0,0.00854152498569055,0.0377462349184723,0,0.000589070688668314
sq9,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.0872396023958,10.035289235079,10.0939225044012,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.0882879497773,9.57519752483061,10.145300438801,10.0560555915037,10.2103237381088,9.57519752483061,10.0782994141509,9.57519752483061,10.0117087522884,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.1205795001028,10.1443791307061,9.57519752483061,9.57519752483061,9.57519752483061,10.0628166304043,10.165797503277,10.0832977060164,10.0705955955711,10.1071191700881,10.081420841165,10.0802020150401,9.9793205867708,9.95990447401044,9.57519752483061,9.57519752483061,10.2358757964779,9.57519752483061,9.57519752483061,9.57519752483061,10.0225073647179,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.1683677489203,10.0899980823927,10.1312736636871,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.4397746781083,10.0864562031899,9.57519752483061,10.0931619231534,10.0959076723442,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.0070078281737,10.196902690013,9.57519752483061,10.0661591098664,9.57519752483061,10.219671793095,9.57519752483061,9.97456831752729,10.1778266448496,9.57519752483061,9.57519752483061,10.117154664587,10.1196032955348,10.0935230254164,10.0350814351082,9.57519752483061,11.2577571913712,10.031975015375,9.57519752483061,10.1673883728177,10.0310097565541,9.57519752483061,10.0910229873782,10.1062667049507,10.3619793049665,0.833358477441328,0.0770189956691338,0.725847001297523,0.54599348522018,0.0481368722932086,0.400467311060703
sq10,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.0369481098422,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.0155595609649,10.0014853710029,9.57519752483061,9.89858675627407,10.0009951887105,9.57519752483061,10.653015837519,9.93770336638292,9.98855110132948,9.57519752483061,9.57519752483061,9.57519752483061,10.013923019307,9.57519752483061,9.57519752483061,10.1189669805755,10.0971072368787,10.1568969755679,9.57519752483061,9.57519752483061,9.57519752483061,10.1019239562197,9.57519752483061,9.57519752483061,10.1154932201355,9.57519752483061,10.3662481451983,10.0213096432244,9.57519752483061,10.0444263070061,10.1068046584895,9.57519752483061,9.57519752483061,9.57519752483061,9.57519752483061,10.3522867642436,10.0142847707598,9.57519752483061,10.0686763406388,10.2042811331413,9.93946809739906,10.1731716316594,10.0662509752595,9.57519752483061,9.99840848590905,10.1165849809961,10.0929578431781,10.1313064392948,10.0331345624542,10.0263686015343,10.2497426775038,9.57519752483061,10.1116494760747,9.57519752483061,10.0296087170185,10.0816029239904,10.0518787833192,10.0896031741224,10.1592261426788,10.6730127321935,0.674790857663457,0,0.495379826446493,0.383322636248736,0,0.204984755770963
